Title,Price,Star-Rating,Sales,Status,Best-Seller,Ratings-Count,Author
"Team of Rivals: The Political Genius of Abraham Lincoln by Goodwin, Doris Kearns",$4.38,5.0 out of 5 stars., ,Pre-Owned, ,27 product ratings,"by Goodwin, Doris Kearns "
"On Pluto: Inside the Mind of Alzheimer's by O'Brien, Greg",$5.60,4.5 out of 5 stars., ,Pre-Owned, ,5 product ratings,"by O'Brien, Greg "
"Please Understand Me: Character and Temperament Types By David Keirsey, Marilyn",$3.78,5.0 out of 5 stars.,31 sold,Brand New, ,1 product rating, 
Jay Noricks Parts Psychology (Paperback),$46.26, , , ,Top Rated Seller, , 
The Challenger Customer: Selling to the Hidden Influencer Who Can Multiply...,$5.17, , ,Pre-Owned, , ,"by Adamson, Brent; Dixon, Matthew;... "
"Raising an Emotionally Intelligent Child by Gottman, John",$4.72,5.0 out of 5 stars.,13 sold, , ,11 product ratings,"by Gottman, John "
"The Power of Right Believing: 7 Keys to Freedom from Fear, Guilt, and Addiction",$4.99,5.0 out of 5 stars., ,Brand New, ,31 product ratings,"by Prince, Joseph "
Nora Williams Couples' Communication Handbook (Paperback),$25.61, , ,Pre-Owned,Top Rated Seller, , 
Seven Habits of Highly Effective People: Powerful Lessons in Personal Change,$4.58,5.0 out of 5 stars.,659 sold, , ,28 product ratings,"by Covey, Stephen R. "
The Orgasm Bible: The Latest Research and Techniques for Reaching More Powerful,$7.57,4.0 out of 5 stars., ,Pre-Owned,Top Rated Seller,3 product ratings, 
The Fifth Vital by Riley J Ford: Used,$18.28, , , , , , 
"Teamwork 101: What Every Leader Needs to Know by Maxwell, John C.",$4.58,5.0 out of 5 stars.,61 sold,Pre-Owned, ,1 product rating,"by Maxwell, John C. "
"The Undiscovered Self: The Dilemma of the Individual in Modern Society by Jung,",$6.71, , ,Brand New,Top Rated Seller, , 
Self-Kindness - 9781800074408,$9.72, , ,Brand New,Top Rated Seller, , 
What We May Be: The vision and techniques of psychosynthesis: Visions and Tec.,$4.26, ,6 sold,Brand New, , , 
"Courage To Be Disliked and Happy 2 Books Set by Ichiro Kishimi, Fumitake Koga",$17.12, , , , , , 
"Keys to Parenting Your Anxious Child by Manassis, Katharina",$5.22,5.0 out of 5 stars., ,Pre-Owned, ,1 product rating,"by Manassis, Katharina "
Carolyn Mair The Psychology of Fashion (Paperback) (UK IMPORT),$23.30, , , ,Top Rated Seller, , 
"Your Handwriting Can Change Your Life: Ha- 0684865416, Vimala Rodgers, paperback",$11.40,5.0 out of 5 stars., ,Pre-Owned,Top Rated Seller,2 product ratings, 
"Treating and Overcoming Anorexia Nervosa by Levenkron, Steven",$5.88, , , , , ,"by Levenkron, Steven "
"The Microstress Effect by Cross, Rob Hardcover Book",$3.88, , ,Pre-Owned,Top Rated Seller, , 
"An Unquiet Mind,Kay Redfield Jamison",$3.13,4.0 out of 5 stars.,77 sold, , ,5 product ratings, 
"Love Life : How to Raise Your Standards, Find Your Person, and Live Happily (No",$21.45, , ,Pre-Owned, , , 
"Everything You Need to Know to Feel Good,Candace Pert",$4.64, , ,Pre-Owned, , , 
"Kitchen Table Wisdom: Stories That- 9781594482090, Rachel Naomi Remen, paperback",$6.02, , ,Pre-Owned,Top Rated Seller, , 
"A Creative Companion: How to Free Your Creative - 9780890876510, paperback, Sark",$3.96, , , ,Top Rated Seller, , 
Bruce Hood Possessed (Paperback),$16.79, , ,Pre-Owned,Top Rated Seller, , 
Sissela Bok Exploring Happiness (Paperback),$26.32, , , ,Top Rated Seller, , 
"Aleister Crowley's Four Books of Magick: Book Four, Liber ABA by Stephen Skinner",$55.99,5.0 out of 5 stars., ,Brand New,Top Rated Seller,1 product rating, 
The Cozy Life: Rediscover the Joy of the Simple Things Through the Danish Conce,$3.65, ,6 sold,Pre-Owned, , , 
Franco De Masi Lessons in Psychoanalysis (Paperback),$31.32, , ,Pre-Owned,Top Rated Seller, , 
"Never Eat Alone: And Other Secrets to Success, One Relationship at a Time",$4.65,4.5 out of 5 stars.,90 sold, , ,11 product ratings,"by Ferrazzi, Keith; Raz, Tahl "
Addiction and Grace: Love and Spirituality in the Healing of Addictions,$5.64,4.5 out of 5 stars., ,Pre-Owned, ,5 product ratings,"by May, Gerald G. "
Couples Therapy Workbook for Healing : Emotionally Focused Therapy Techniques to,$9.99, , ,Brand New, , , 
"Sex Addicts Anonymous by Saa, Fellowship",$6.11,5.0 out of 5 stars., , , ,4 product ratings,"by Saa, Fellowship "
Let's All Be Brave: Living Life with Everything You Have by Annie F. Downs Book,$8.87, , ,Brand New,Top Rated Seller, , 
"Healing the Shame That Binds You by Bradshaw, John",$4.29,4.5 out of 5 stars.,56 sold, , ,33 product ratings,"by Bradshaw, John "
Miss Marple Collection 3 by Agatha Christie: 4 Books Set - Fiction - Paperback,$41.99, , ,New (Other), , , 
"Voices Are Not for Yelling Board Book by Verdick, Elizabeth",$4.76,4.5 out of 5 stars., ,Brand New, ,3 product ratings,"by Verdick, Elizabeth "
Freud (Past Masters) By Anthony Storr. 9780192822109,$3.19, , ,New (Other), , , 
Emotional Intelligence: Why It Can Matter More Than IQ,$4.70,5.0 out of 5 stars., , , ,20 product ratings, 
Waking the Tiger: Healing Trauma - The Innate Capacity to Transform Overwhelm.,$11.90,4.5 out of 5 stars.,19 sold,Brand New, ,11 product ratings, 
Neil Shortland The Psychology of Terrorism (Paperback) Psychology of Everything,$25.96, , , ,Top Rated Seller, , 
The Craving Brain: A Bold New Approach to Breaking Free from *Drug Addiction...,$5.37,5.0 out of 5 stars., ,Pre-Owned, ,1 product rating,"by Ruden, Ronald A. "
There's a Hole in My Love Cup: The Badass Counseling Method for Healing the Soul,$24.13,5.0 out of 5 stars., , , ,1 product rating, 
"Successful Women Think Differently: 9 Habits to Make You Happier, Healthier, and",$4.31,5.0 out of 5 stars., ,Pre-Owned,Top Rated Seller,9 product ratings, 
"Creating Money: Keys to Abundance by Roman, Sanaya; Packer, Duane",$5.06,5.0 out of 5 stars.,71 sold,Pre-Owned, ,8 product ratings,"by Roman, Sanaya; Packer, Duane "
Women with Attention Deficit Disorder: Embracing Disorganization at Home and in,$4.79,5.0 out of 5 stars., , , ,7 product ratings, 
Quiet: The power of introverts in a world that can't stop talking-Susan Cain,$6.68,5.0 out of 5 stars.,23 sold,Brand New, ,3 product ratings, 
Ramani Durvasula You Are WHY You Eat (Paperback) (US IMPORT),$24.00, , , ,Top Rated Seller, , 
"Way of the Wolf: Straight Line Selling: Master the Art of Persuasion, Influe...",$7.49,5.0 out of 5 stars., ,Pre-Owned, ,6 product ratings, 
Stuart Vyse Superstition: A Very Short Introduction (Paperback),$14.96, , , ,Top Rated Seller, , 
Julian Palmer Articulations (Paperback),$25.51,4.0 out of 5 stars., ,Pre-Owned,Top Rated Seller,2 product ratings, 
Pure Ocd: The Invisible Side of Obsessive-Compulsive Disorder,$16.29,4.0 out of 5 stars., ,Pre-Owned, ,1 product rating, 
"Practicing Psychotherapy Casebook by Basch, Michael Franz",$6.08, , , , , ,"by Basch, Michael Franz "
Sigmund Freud El Yo y el Ello (Paperback),$11.78, , ,Pre-Owned,Top Rated Seller, , 
Patricia Churchland Conscience (Paperback),$25.08, , ,Brand New,Top Rated Seller, , 
100 Popular Gratitude and Motivational Quotes: The Underlying Meanings of...,$9.22, , ,Brand New, , ,"by Nathan, Brenda "
Molly Romano Through A Glass Brightly (Paperback),$20.65, , ,Brand New,Top Rated Seller, , 
Traffic: Why We Drive the Way We Do (and What It Says about Us) by Vanderbilt,$7.94,5.0 out of 5 stars., , , ,4 product ratings, 
Antonio Siano Современный шаман (Paperback) (US IMPORT),$24.64, , ,Pre-Owned,Top Rated Seller, , 
Lost Connections: Why You’re Depressed and How to Find Hope Paperback NEW,$13.95,5.0 out of 5 stars.,29 sold, , ,32 product ratings, 
The Tuttle Twins Guide to Beware Your Bias,$16.99, , ,Pre-Owned, , , 
"Conflict Free Living: How to build health- 9781599790626, hardcover, Joyce Meyer",$4.06,5.0 out of 5 stars., , ,Top Rated Seller,15 product ratings, 
Original Falcon Press Weiser Occult Chaos Sex Magick Aleister Crowley Goetia,$9.95 to $39.95, , ,Pre-Owned, , , 
The Grieving Brain: The Surprising Science of How We Learn from Love and Loss,$11.93, , , , , , 
Freedom from Obsessive Compulsive Disorder: A Personalized Recovery Program for,$7.99,5.0 out of 5 stars., ,Pre-Owned, ,4 product ratings, 
Infernal Devices Complete 3 Books Collection Trilogy Box Set by Cassandra Clare,$13.31,5.0 out of 5 stars.,272 sold, , ,28 product ratings, 
"How We Decide [ Lehrer, Jonah ] Used - Very Good",$4.40, , ,Pre-Owned,Top Rated Seller, , 
"Level Up : How to Get Focused, Stop Procrastinating, and Upgrade Your Life",$21.85, , , , , , 
"What Happened to You?: Conversations on Trauma, Resilience, and Healing",$12.56,4.0 out of 5 stars.,55 sold,Pre-Owned, ,3 product ratings, 
The Gift of Fear,$12.04,5.0 out of 5 stars., , , ,1 product rating, 
"Historic Haunts of Sumner County, Tennessee, Tennessee, Haunted America, Paperba",$14.29, , ,Pre-Owned, , , 
Book 2 Cooper's Rainy Day Hallmark Interactive Story Book -Book Only!,$9.99, , , , , , 
Alexander Neusüß Einmal Depression und zurück (Paperback),$25.24, , ,Pre-Owned,Top Rated Seller, , 
Emotional Intelligence By Daniel P. Goleman,$5.33,5.0 out of 5 stars.,29 sold,Pre-Owned, ,1 product rating, 
"How to Cope with Difficult People (Overcoming Common Problems) By Alan Houel, C",$3.30, , ,Pre-Owned, , , 
"What the Dog Saw: And Other Adventures by Gladwell, Malcolm",$4.58,5.0 out of 5 stars., ,Pre-Owned, ,3 product ratings,"by Gladwell, Malcolm "
Awakening Intuition: Using Your Mind-Body Network for Insight and Healing,$4.99,4.0 out of 5 stars., , , ,3 product ratings,"by Schulz, Mona Lisa; Schultz, Mona... "
The Charisma Myth: Master the Art of Personal Magnetism By Olivia Fox Cabane,$8.26,4.0 out of 5 stars.,46 sold,Pre-Owned, ,4 product ratings, 
"Love & Sex: The Book of Questions by Stock, Gregory",$5.58,5.0 out of 5 stars., , , ,5 product ratings,"by Stock, Gregory "
"Winning the Battle for Your Mind, Will and Emotions by Hotchkin, Robert",$6.07, , ,Brand New, , ,"by Hotchkin, Robert "
"Outliers: The Story of Success by Gladwell, Malcolm",$4.99,5.0 out of 5 stars.,39 sold, , ,139 product ratings,"by Gladwell, Malcolm "
Patricia Churchland Conscience (Paperback),$25.08, , ,Pre-Owned,Top Rated Seller, , 
100 Popular Gratitude and Motivational Quotes: The Underlying Meanings of...,$9.22, , , , , ,"by Nathan, Brenda "
Molly Romano Through A Glass Brightly (Paperback),$20.65, , ,Pre-Owned,Top Rated Seller, , 
Traffic: Why We Drive the Way We Do (and What It Says about Us) by Vanderbilt,$7.94,5.0 out of 5 stars., ,Pre-Owned, ,4 product ratings, 
How to Make a Serial Killer: The Twisted Development of Innocent Children...,$6.04,5.0 out of 5 stars., ,Pre-Owned, ,3 product ratings,"by Berry-Dee, Christopher; Morris,... "
Antonio Siano Современный шаман (Paperback) (US IMPORT),$24.64, , , ,Top Rated Seller, , 
Lost Connections: Why You’re Depressed and How to Find Hope Paperback NEW,$13.95,5.0 out of 5 stars.,29 sold,Pre-Owned, ,32 product ratings, 
Original Falcon Press Weiser Occult Chaos Sex Magick Aleister Crowley Goetia,$9.95 to $39.95,1.0 out of 5 stars., , , ,1 product rating, 
The Tuttle Twins Guide to Beware Your Bias,$16.99, , ,Pre-Owned, , , 
"Prisoners of Hate: The Cognitive Basis of Anger, Hostility and Violence",$5.43,5.0 out of 5 stars., ,Brand New, ,1 product rating,"by Beck, Aaron T. "
Breaking Free: Understanding Sexual Addiction and the Healing Power of Jesus,$5.20,4.5 out of 5 stars., , , ,3 product ratings,"by Willingham, Russell "
Food Addiction: The Body Knows: Revised & Expanded Edition by Kay Sheppard,$4.94,4.5 out of 5 stars., ,Pre-Owned, ,5 product ratings,"by Sheppard, Kay "
"Conflict Free Living: How to build health- 9781599790626, hardcover, Joyce Meyer",$4.06,5.0 out of 5 stars., , ,Top Rated Seller,15 product ratings, 
The Grieving Brain: The Surprising Science of How We Learn from Love and Loss,$11.93, , ,Pre-Owned, , , 
Freedom from Obsessive Compulsive Disorder: A Personalized Recovery Program for,$7.99,5.0 out of 5 stars., , , ,4 product ratings, 
Infernal Devices Complete 3 Books Collection Trilogy Box Set by Cassandra Clare,$13.31,5.0 out of 5 stars.,272 sold,Brand New, ,28 product ratings, 
"How We Decide [ Lehrer, Jonah ] Used - Very Good",$4.40, , , ,Top Rated Seller, , 
"Be The Cause Healing Human Disconnect by Rosenberg Ph. D., Judy",$5.43, , ,New (Other), , ,"by Rosenberg Ph. D., Judy "
Dreamers and Deceivers: True Stories of the Heroes and Villains Who Made America,$4.99,5.0 out of 5 stars.,12 sold, , ,4 product ratings,"by Beck, Glenn "
"Level Up : How to Get Focused, Stop Procrastinating, and Upgrade Your Life",$21.85, , ,Pre-Owned, , , 
"What Happened to You?: Conversations on Trauma, Resilience, and Healing",$12.56,4.0 out of 5 stars.,55 sold,Brand New, ,3 product ratings, 
The Gift of Fear,$12.04,5.0 out of 5 stars., ,New (Other), ,1 product rating, 
"Historic Haunts of Sumner County, Tennessee, Tennessee, Haunted America, Paperba",$14.29, , , , , , 
Book 2 Cooper's Rainy Day Hallmark Interactive Story Book -Book Only!,$9.99, , ,Brand New, , , 
"Out of the Shadows: Understanding Sexual Addictions by Carnes, Patrick J.",$5.10,4.5 out of 5 stars.,275 sold, , ,14 product ratings,"by Carnes, Patrick J. "
Asperger's from the Inside Out: A Supportive and Practical Guide for Anyone...,$5.48,4.5 out of 5 stars., ,Pre-Owned, ,4 product ratings,"by Carley, Michael John "
Alexander Neusüß Einmal Depression und zurück (Paperback),$25.24, , ,Brand New,Top Rated Seller, , 
Emotional Intelligence By Daniel P. Goleman,$5.33,5.0 out of 5 stars.,29 sold, , ,1 product rating, 
"How to Cope with Difficult People (Overcoming Common Problems) By Alan Houel, C",$3.30, , ,Pre-Owned, , , 
Between the Pipes: A Revealing Look at Hockey's Legendary Goalies,$6.01, ,8 sold, , , ,by Randi Druzin 
"Employee Handbook; Regular Show - paperback, 9780843177435, Christa Roberts",$4.62, , ,Pre-Owned,Top Rated Seller, , 
"You Can Thrive After Narcissistic Abuse: The #1 System for Recovering from Tox,",$6.10,5.0 out of 5 stars., , , ,4 product ratings, 
The Not-Two: Logic and God in Lacan (Short Circuits),$12.85, , ,Pre-Owned, , , 
"Eerie Appalachia, West Virginia, American Legends, Paperback",$14.29,5.0 out of 5 stars., ,Brand New, ,1 product rating, 
"Your Face Never Lies: What Your Face Reveals About You and Your Health, an...",$4.58,4.5 out of 5 stars., ,Pre-Owned, ,4 product ratings,"by Kushi, Michio "
Yesterday I Cried: Celebrating the Lessons of Living and Loving By Iyanla Vanza,$3.48, ,20 sold,Brand New, , , 
Highly Sensitive People in an Insensitive World - 9781785920660,$14.07,3.0 out of 5 stars., ,Pre-Owned,Top Rated Seller,1 product rating, 
Virgins: A Cultural History by Anke Bernau (paperback),$1.09, , ,Brand New,Top Rated Seller, , 
"When the Dogs Don't Bark: A Forensic Scientist’s Search for the Truth,Professo",$4.20,4.5 out of 5 stars.,14 sold,Pre-Owned, ,4 product ratings, 
"If You Meet the Buddha on the Road, Kill Him! The Pilgrimage of Psychotherapy...",$4.61,4.0 out of 5 stars.,13 sold,Pre-Owned, ,5 product ratings,by Sheldon B. Kopp 
Joe Newman Raising Lions (Paperback),$20.48,4.0 out of 5 stars., , ,Top Rated Seller,1 product rating, 
"Psych 101: Psychology Facts, Basics, Statistics, Tests, and More!",$6.26,5.0 out of 5 stars., ,Pre-Owned, ,10 product ratings,"by Kleinman, Paul "
Edward Johnson How to defeat your mind (Paperback),$14.71, , ,Pre-Owned,Top Rated Seller, , 
The Family Crucible: The Intense Experience of Family Therapy [Perennial Library,$4.31,5.0 out of 5 stars., ,Pre-Owned,Top Rated Seller,12 product ratings, 
Sloth Wisdom (Hardback),$8.20,4.0 out of 5 stars., ,Pre-Owned,Top Rated Seller,4 product ratings, 
How to Stop Worrying and Start Living Hardcover by Dale Carnegie FREE SHIPPING,$8.88,4.5 out of 5 stars.,25 sold,Brand New, ,15 product ratings, 
Russ Harris When Life Hits Hard (Paperback),$21.23, , ,Brand New,Top Rated Seller, , 
The Simple Secret to Better Painting: How to Immediately Improve Your Work with,$9.80,4.5 out of 5 stars., ,Brand New, ,3 product ratings, 
LIES IN SILENCE: LESSONS ABOUT BIPOLAR AND CO-OCCURRING By S. J. Hart EXCELLENT,$18.49, , , , , , 
"Joshua Fletcher Collection 2 Books Set And How Does That Make You Feel?, Anxiety",$32.98, , ,Pre-Owned, , , 
FEARVANA: The Revolutionary Science of How to Turn Fear into Hea,$17.16, , ,Pre-Owned,Top Rated Seller, , 
12 Rules for Life: An Antidote to Chaos - Paperback,$9.99,4.5 out of 5 stars., ,Pre-Owned, ,217 product ratings, 
"Flow: The Psychology of Optimal Experience by Csikszentmihalyi, Mihaly",$6.46,5.0 out of 5 stars., , , ,7 product ratings,"by Csikszentmihalyi, Mihaly "
"How to ADHD : An Insider's Guide to Working With Your Brain Not Against It, H...",$22.67, , ,Pre-Owned, , , 
"Outliers: The Story of Success by Gladwell, Malcolm",$4.99,5.0 out of 5 stars.,552 sold,Pre-Owned, ,139 product ratings,"by Gladwell, Malcolm "
"Beauty Fades, Dumb Is Forever: The Making- 0060192704, Judy Sheindlin, hardcover",$3.81,5.0 out of 5 stars., ,Pre-Owned,Top Rated Seller,18 product ratings, 
"Beyond Dolls & Guns: 101 Ways to Help C- 9780435081294, paperback, Crawford, new",$6.20, , ,Brand New,Top Rated Seller, , 
Notes from a Friend: A Quick and Simple Guide to Taking Charge of Your Life By,$3.19,4.5 out of 5 stars.,66 sold, , ,4 product ratings, 
Talking Back to OCD: The Program That Helps Kids and Teens Say No Way -- and...,$4.58,5.0 out of 5 stars., ,Brand New, ,6 product ratings,"by March, John S. "
A Manual for Living by Epictetus,$8.47,5.0 out of 5 stars.,13 sold,Brand New, ,10 product ratings,by Epictetus 
"An Anatomy of Addiction: Sigmund Freud, William Halsted, and the Miracle Drug...",$6.57, ,6 sold, , , ,"by Markel, Howard "
Meditate Yourself Happy: Change Your Mood with 10 Minutes of Daily Meditation La,$11.62, , ,Pre-Owned,Top Rated Seller, , 
"Maybe You Should Talk to Someone: life from both sides of the couch,Lori Gottl",$9.86,5.0 out of 5 stars.,27 sold,New (Other), ,3 product ratings, 
"Jerks at Work: Toxic Coworkers and What - Hardcover, by West Tessa - Very Good",$4.77, , ,Brand New,Top Rated Seller, , 
"Haunted Indian River County, Florida, Haunted America, Paperback",$14.29, , ,Brand New, , , 
How to Be More Tree: Essential Life Lessons for Perennial Happiness,$6.55, , ,Pre-Owned, , , 
"Overcoming Anger and Irritability (Overcoming Books),Dr William Davies",$3.13,3.0 out of 5 stars.,47 sold,Brand New, ,1 product rating, 
Faith G. Harper Unfuck Your Anger (Paperback),$13.73,5.0 out of 5 stars., ,Pre-Owned,Top Rated Seller,1 product rating, 
2x PSYCHO-Cybernetics & THE POWER OF YOUR SUBCONSCIOUS MIND Deluxe Leather Book,$62.90, , , ,Top Rated Seller, , 
Patrick Potter Interview You (Paperback),$12.62, , ,Pre-Owned,Top Rated Seller, , 
Nathaniel Branden The Psychology of Self-Esteem (Paperback),$37.99, , ,Pre-Owned,Top Rated Seller, , 
"Small Acts of Kindness by Vollbracht, James",$6.00, , , , , ,"by Vollbracht, James "
Dreamers and Deceivers: True Stories of the Heroes and Villains Who Made America,$4.99,5.0 out of 5 stars.,12 sold,Brand New, ,4 product ratings,"by Beck, Glenn "
"Out of the Shadows: Understanding Sexual Addictions by Carnes, Patrick J.",$5.10,4.5 out of 5 stars.,275 sold, , ,14 product ratings,"by Carnes, Patrick J. "
Asperger's from the Inside Out: A Supportive and Practical Guide for Anyone...,$5.48,4.5 out of 5 stars., ,Pre-Owned, ,4 product ratings,"by Carley, Michael John "
"Your Face Never Lies: What Your Face Reveals About You and Your Health, an...",$4.58,4.5 out of 5 stars., ,Pre-Owned, ,4 product ratings,"by Kushi, Michio "
The Family Crucible: The Intense Experience of Family Therapy [Perennial Library,$4.31,5.0 out of 5 stars., , ,Top Rated Seller,12 product ratings, 
Sloth Wisdom (Hardback),$8.20,4.0 out of 5 stars., ,Pre-Owned,Top Rated Seller,4 product ratings, 
How to Stop Worrying and Start Living Hardcover by Dale Carnegie FREE SHIPPING,$8.88,4.5 out of 5 stars.,25 sold, , ,15 product ratings, 
Color Psychology: Profit From The Psychology of Color: Discover the Meaning and,$10.96, , ,Pre-Owned, , , 
Yesterday I Cried: Celebrating the Lessons of Living and Loving By Iyanla Vanza,$3.48, ,20 sold, , , , 
Russ Harris When Life Hits Hard (Paperback),$21.23, , ,Pre-Owned,Top Rated Seller, , 
The Simple Secret to Better Painting: How to Immediately Improve Your Work with,$9.80,4.5 out of 5 stars., , , ,3 product ratings, 
"Joshua Fletcher Collection 2 Books Set And How Does That Make You Feel?, Anxiety",$32.98, , ,Pre-Owned, , , 
FEARVANA: The Revolutionary Science of How to Turn Fear into Hea,$17.16, , ,Pre-Owned,Top Rated Seller, , 
Nathaniel Branden The Psychology of Self-Esteem (Paperback),$37.99, , ,New (Other),Top Rated Seller, , 
"Small Acts of Kindness by Vollbracht, James",$6.00, , ,Pre-Owned, , ,"by Vollbracht, James "
The Shoemaker and the Tea Party: Memory and the American Revolution,$5.16,4.0 out of 5 stars., , , ,1 product rating,"by Young, Alfred F.; Young, Alfred "
12 Rules for Life: An Antidote to Chaos - Paperback,$9.99,4.5 out of 5 stars., ,Brand New, ,217 product ratings, 
"Flow: The Psychology of Optimal Experience by Csikszentmihalyi, Mihaly",$6.46,5.0 out of 5 stars., , , ,7 product ratings,"by Csikszentmihalyi, Mihaly "
"How to ADHD : An Insider's Guide to Working With Your Brain Not Against It, H...",$22.67, , ,Pre-Owned, , , 
"Outliers: The Story of Success by Gladwell, Malcolm",$4.99,5.0 out of 5 stars.,552 sold, , ,139 product ratings,"by Gladwell, Malcolm "
"Beauty Fades, Dumb Is Forever: The Making- 0060192704, Judy Sheindlin, hardcover",$3.81,5.0 out of 5 stars., ,Pre-Owned,Top Rated Seller,18 product ratings, 
"You First: Journal Your Way to Your Best Life by Michele, Lea",$4.99,5.0 out of 5 stars., ,Pre-Owned, ,5 product ratings,"by Michele, Lea "
"The Power of Right Believing: 7 Keys to Freedom from Fear, Guilt, and Addiction",$4.99,5.0 out of 5 stars.,151 sold,Pre-Owned, ,31 product ratings,"by Prince, Joseph "
Althea Hayton A Healing Path for Womb Twin Survivors (Paperback),$28.04, , , ,Top Rated Seller, , 
"Beyond Dolls & Guns: 101 Ways to Help C- 9780435081294, paperback, Crawford, new",$6.20, , ,Pre-Owned,Top Rated Seller, , 
Alexandra H. Solomon Taking Sexy Back (Paperback) (UK IMPORT),$24.44, , , , , , 
Notes from a Friend: A Quick and Simple Guide to Taking Charge of Your Life By,$3.19,4.5 out of 5 stars.,66 sold,Pre-Owned, ,4 product ratings, 
Talking Back to OCD: The Program That Helps Kids and Teens Say No Way -- and...,$4.58,5.0 out of 5 stars., , , ,6 product ratings,"by March, John S. "
Real Love: The Truth about Finding Unconditional Love and Fulfilling...,$5.17,5.0 out of 5 stars.,45 sold,Pre-Owned, ,9 product ratings,"by Baer, Greg "
F*** You Very Much: The surprising truth about why people are so rude By Danny,$3.69, ,43 sold,Pre-Owned, , , 
A Manual for Living by Epictetus,$8.47,5.0 out of 5 stars.,13 sold,Brand New, ,10 product ratings,by Epictetus 
"An Anatomy of Addiction: Sigmund Freud, William Halsted, and the Miracle Drug...",$6.57, ,6 sold,Pre-Owned, , ,"by Markel, Howard "
Meditate Yourself Happy: Change Your Mood with 10 Minutes of Daily Meditation La,$11.62, , ,Pre-Owned,Top Rated Seller, , 
"Maybe You Should Talk to Someone: life from both sides of the couch,Lori Gottl",$9.86,5.0 out of 5 stars.,27 sold,Brand New, ,3 product ratings, 
"Jerks at Work: Toxic Coworkers and What - Hardcover, by West Tessa - Very Good",$4.77, , , ,Top Rated Seller, , 
"Haunted Indian River County, Florida, Haunted America, Paperback",$14.29, , ,Brand New, , , 
How to Be More Tree: Essential Life Lessons for Perennial Happiness,$6.55, , , , , , 
"Overcoming Anger and Irritability (Overcoming Books),Dr William Davies",$3.13,3.0 out of 5 stars.,47 sold,Pre-Owned, ,1 product rating, 
"Games People Play: The Psychology of Human Relations... by Berne, Eric Paperback",$6.33,4.5 out of 5 stars.,169 sold,Brand New, ,6 product ratings, 
Og Mandino's University of Success By Og Mandino,$9.83,4.5 out of 5 stars., ,Brand New,Top Rated Seller,10 product ratings, 
Faith G. Harper Unfuck Your Anger (Paperback),$13.73,5.0 out of 5 stars., , ,Top Rated Seller,1 product rating, 
2x PSYCHO-Cybernetics & THE POWER OF YOUR SUBCONSCIOUS MIND Deluxe Leather Book,$62.90, , ,Brand New,Top Rated Seller, , 
Patrick Potter Interview You (Paperback),$12.62, , , ,Top Rated Seller, , 
Dominic O'Brien Quantum Memory Power (Paperback),$19.98, , ,Pre-Owned,Top Rated Seller, , 
Allen Photographic Guides No. 23 All About Riding Side-Saddle Patricia Spooner,$6.28,5.0 out of 5 stars., ,Brand New,Top Rated Seller,4 product ratings, 
Brain Rules for Baby [Updated and Expanded]: How to Raise a Smart and Happy Chil,$4.59,5.0 out of 5 stars., ,Pre-Owned,Top Rated Seller,1 product rating, 
"Surviving Survival: The Art and Science of Resilience by Gonzales, Laurence",$5.96,4.0 out of 5 stars., ,Pre-Owned, ,1 product rating,"by Gonzales, Laurence "
"Uninvited: Living Loved When You Feel Less - paperback, TerKeurst, 9781400205875",$4.07,5.0 out of 5 stars.,26 sold,Pre-Owned,Top Rated Seller,67 product ratings, 
The Body Language Bible: The hidden meaning behind people's gestures and expres,$4.58,5.0 out of 5 stars.,57 sold,Pre-Owned, ,3 product ratings, 
B F Skinner Psychology Classics (Paperback),$17.33, , , ,Top Rated Seller, , 
"A Parent's Guide to Asperger Syndrome and High-Functioning Autism, First...",$4.99,5.0 out of 5 stars.,12 sold,Brand New, ,7 product ratings,"by Ozonoff, Sally; Dawson,... "
"The Gifts of Imperfection: Brené Brown,Brené Brown",$18.53,5.0 out of 5 stars.,16 sold, , ,1 product rating, 
"No Worries Kids,Happy Kids,Be Brave! Mindful Kids 3 Books Collection Set PB NEW",$21.56, , ,Brand New, , , 
Being In Balance 9 Principles for Creating Habits to Wayne W. Dyer NEW,$16.60, , , ,Top Rated Seller, , 
Virgins: A Cultural History by Anke Bernau (paperback),$1.09, , ,Pre-Owned,Top Rated Seller, , 
Jennifer Grey - Out of the Corner - Signed 1st Edition,$39.75, , ,Pre-Owned, , , 
"Getting Past Your Past, PhD, Shapiro,, Francine, Used; Very Good Book",$31.75, , , ,Top Rated Seller, , 
"The Inner Cause: A Psychology of Symptoms from A to Z by Brofman, Martin, paper",$5.93,5.0 out of 5 stars., ,Pre-Owned,Top Rated Seller,1 product rating, 
Meinhart Volkamer - Experiments IN The Sportpsychologie. #B2033657,$27.98, , , , , , 
The Circle by Laura Day,$9.72, , ,Pre-Owned, , ,by Laura Day 
"My Secret: A PostSecret Book - hardcover, Frank Warren, 0061196681",$4.17,5.0 out of 5 stars., , ,Top Rated Seller,20 product ratings, 
"Failing Forward: How to Make the Most of Your Mistakes by Maxwell, John C.",$4.99,5.0 out of 5 stars.,243 sold,Pre-Owned, ,27 product ratings,"by Maxwell, John C. "
Rest Is Resistance: A Manifesto,$12.78, , , , , , 
Living Sober by Anonymous,$5.43,5.0 out of 5 stars.,630 sold,Pre-Owned, ,67 product ratings,by Anonymous 
How to Win Friends and Influence People - Paperback Shipping Worldwide,$6.00, , ,Pre-Owned, , , 
